JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed,Study_Efficiency,School_Quality_Index,Engagement_Level,Distance_Barrier
225,24,88,2,6.3,Public,Urban,Yes,Yes,Medium,Medium,187,16,Female,High,Secondary,3,9.375,1.6,5.4,0.136986301369863
122,7,78,2,16.7,Public,Urban,No,Yes,Medium,High,188,20,Male,High,,1,17.428571428571427,1.6,3.9,0.05649717514124294
111,8,70,2,1.8,Public,Rural,Yes,Yes,Low,Low,189,18,Female,Low,Secondary,1,13.875,1.6,4.5,0.35714285714285715
157,13,74,2,3.6,Public,Urban,Yes,Yes,High,Medium,190,18,Male,Low,Secondary,2,12.076923076923077,1.6,5.7,0.2173913043478261
133,13,72,3,20.0,Public,Urban,No,No,Medium,Low,191,19,Female,Medium,Tertiary,1,10.23076923076923,1.7999999999999998,3.6,0.047619047619047616
247,28,86,3,13.3,Private,Urban,Yes,No,Low,Medium,192,21,Male,Low,Tertiary,2,8.821428571428571,1.7999999999999998,5.3,0.06993006993006992
244,32,100,2,6.8,Public,Urban,Yes,Yes,Medium,Low,193,21,Male,Medium,Primary,1,7.625,1.6,6.0,0.12820512820512822
215,23,88,1,16.3,Public,Urban,No,Yes,Medium,Medium,194,21,Female,Low,,1,9.347826086956522,1.0,4.4,0.057803468208092484
163,19,95,5,10.8,Public,Rural,No,Yes,Low,Medium,195,20,Male,Low,Primary,3,8.578947368421053,3.4,4.75,0.0847457627118644
121,16,86,1,8.4,Public,Rural,No,Yes,Medium,Low,196,21,Female,Low,Secondary,1,7.5625,1.0,4.3,0.10638297872340426
166,14,94,2,11.0,Public,Urban,No,Yes,High,Medium,197,18,Male,Low,,2,11.857142857142858,1.6,5.7,0.08333333333333333
215,15,60,3,6.8,Private,Urban,No,Yes,Medium,Medium,198,21,Male,Low,Primary,1,14.333333333333334,2.1999999999999997,3.0,0.12820512820512822
221,8,84,3,13.0,Public,Urban,No,Yes,High,Medium,199,17,Male,High,Tertiary,1,27.625,2.1999999999999997,5.2,0.07142857142857142
263,21,100,4,20.0,Private,Rural,No,No,Medium,Medium,200,17,Female,Low,Primary,2,12.523809523809524,2.4,5.0,0.047619047619047616
246,30,83,3,4.2,Public,Rural,No,Yes,Medium,High,201,21,Female,High,Tertiary,4,8.2,2.1999999999999997,4.15,0.1923076923076923
295,23,100,3,3.7,Private,Urban,Yes,No,Medium,Medium,202,21,Male,High,Tertiary,2,12.826086956521738,1.7999999999999998,6.0,0.2127659574468085
168,17,98,3,0.0,Private,Rural,Yes,No,Low,High,203,15,Male,Low,Primary,1,9.882352941176471,1.7999999999999998,5.9,1.0
189,25,81,2,20.0,Public,Rural,Yes,No,Low,High,204,22,Female,High,Tertiary,1,7.56,1.2,5.05,0.047619047619047616
184,25,80,3,6.0,Public,Urban,No,Yes,Medium,Medium,205,17,Female,Medium,Primary,1,7.36,2.1999999999999997,4.0,0.14285714285714285
132,6,72,3,20.0,Public,Urban,Yes,No,Medium,High,206,16,Female,Low,,1,22.0,1.7999999999999998,4.6,0.047619047619047616
122,24,75,2,1.6,Public,Urban,Yes,Yes,Medium,High,207,15,Female,Low,Primary,2,5.083333333333333,1.6,4.75,0.3846153846153846
204,32,74,3,7.2,Public,Urban,Yes,Yes,Medium,Low,208,20,Male,Medium,Tertiary,3,6.375,2.1999999999999997,4.7,0.12195121951219513
151,7,87,3,15.1,Private,Urban,Yes,Yes,Low,High,209,18,Female,High,Secondary,1,21.571428571428573,2.1999999999999997,5.35,0.06211180124223602
118,7,67,3,6.6,Public,Urban,Yes,Yes,Low,Low,210,21,Female,Low,Secondary,1,16.857142857142858,2.1999999999999997,4.35,0.13157894736842105
100,24,85,4,13.6,Public,Urban,No,No,Low,Low,211,18,Male,Low,Secondary,1,4.166666666666667,2.4,4.25,0.0684931506849315
103,12,86,1,9.2,Private,Rural,No,Yes,Low,High,212,17,Female,Medium,Secondary,1,8.583333333333334,1.0,4.3,0.09803921568627452
179,0,69,3,8.9,Public,Urban,Yes,Yes,High,Low,213,17,Female,Low,Primary,1,1790.0,2.1999999999999997,5.45,0.10101010101010101
191,8,100,3,0.9,Public,Urban,No,Yes,Medium,Medium,214,16,Male,Medium,Primary,2,23.875,2.1999999999999997,5.0,0.5263157894736842
190,19,90,2,0.5,Private,Urban,Yes,Yes,Low,High,215,18,Male,Medium,Secondary,1,10.0,1.6,5.5,0.6666666666666666
111,4,87,2,13.7,Public,Urban,No,Yes,Medium,Low,216,21,Male,Low,,1,27.75,1.6,4.35,0.06802721088435375
132,12,74,3,5.0,Public,Rural,Yes,Yes,Medium,Low,217,22,Female,Low,,1,11.0,2.1999999999999997,4.7,0.16666666666666666
150,18,89,2,8.4,Private,Urban,Yes,No,Medium,Medium,218,17,Male,Medium,Tertiary,2,8.333333333333334,1.2,5.45,0.10638297872340426
111,28,91,3,17.9,Public,Urban,No,No,High,Medium,219,18,Male,Medium,Primary,1,3.9642857142857144,1.7999999999999998,5.55,0.052910052910052914
132,13,81,3,14.0,Public,Rural,No,Yes,Medium,Medium,220,18,Male,Medium,Tertiary,1,10.153846153846153,2.1999999999999997,4.05,0.06666666666666667
142,27,100,1,0.0,Public,Rural,No,Yes,High,High,221,17,Female,Medium,Secondary,1,5.2592592592592595,1.0,6.0,1.0
212,36,87,3,7.7,Public,Rural,Yes,No,High,Low,222,18,Male,Medium,Secondary,3,5.888888888888889,1.7999999999999998,6.35,0.1149425287356322
245,38,100,3,4.1,Public,Urban,Yes,Yes,Low,Medium,223,17,Female,High,Tertiary,4,6.447368421052632,2.1999999999999997,6.0,0.19607843137254904
299,33,95,3,9.7,Public,Urban,Yes,Yes,Low,High,224,21,Female,Low,Secondary,2,9.06060606060606,2.1999999999999997,5.75,0.09345794392523366
180,2,90,2,12.7,Public,Urban,No,Yes,Medium,Medium,225,21,Male,Medium,Secondary,1,90.0,1.6,4.5,0.07299270072992702
192,25,70,2,9.7,Public,Urban,No,Yes,High,Low,226,19,Female,Medium,Secondary,3,7.68,1.6,4.5,0.09345794392523366
189,30,89,3,11.2,Public,Urban,No,Yes,High,Low,227,17,Female,Medium,Secondary,3,6.3,2.1999999999999997,5.45,0.0819672131147541
106,13,73,3,18.4,Public,Urban,No,Yes,Medium,Low,228,18,Female,High,Tertiary,1,8.153846153846153,2.1999999999999997,3.65,0.051546391752577324
249,40,81,2,14.3,Public,Rural,Yes,No,Medium,High,229,19,Male,Medium,Primary,4,6.225,1.2,5.05,0.06535947712418301
128,24,98,3,6.9,Public,Urban,No,No,Medium,High,230,21,Female,Medium,Secondary,3,5.333333333333333,1.7999999999999998,4.9,0.12658227848101264
274,33,89,2,10.9,Public,Urban,Yes,No,High,Low,231,18,Female,High,Secondary,2,8.303030303030303,1.2,6.45,0.08403361344537814
135,26,72,1,10.3,Public,Rural,No,Yes,Low,Low,232,18,Female,Low,Primary,1,5.1923076923076925,1.0,3.6,0.08849557522123894
208,25,83,2,8.4,Public,Rural,No,Yes,Low,Medium,233,22,Female,Low,,3,8.32,1.6,4.15,0.10638297872340426
198,0,73,4,8.1,Public,Rural,Yes,Yes,Medium,High,234,19,Male,High,Secondary,1,1980.0,2.8,4.65,0.10989010989010989
135,12,95,3,4.5,Public,Urban,Yes,Yes,Medium,High,235,20,Female,Low,Tertiary,1,11.25,2.1999999999999997,5.75,0.18181818181818182
195,32,79,3,15.4,Public,Urban,No,Yes,Medium,Medium,236,16,Female,Medium,Secondary,4,6.09375,2.1999999999999997,3.95,0.06097560975609757
161,11,88,2,7.2,Public,Urban,Yes,No,Low,Low,237,19,Male,Medium,Secondary,1,14.636363636363637,1.2,5.4,0.12195121951219513
111,12,93,2,6.8,Public,Rural,No,No,Low,Low,238,21,Male,Low,,2,9.25,1.2,4.65,0.12820512820512822
112,5,76,2,5.6,Private,Rural,Yes,No,Medium,Low,239,20,Female,Medium,Secondary,1,22.4,1.2,4.8,0.15151515151515152
198,38,91,2,17.0,Public,Urban,Yes,Yes,High,High,240,20,Female,Low,Secondary,3,5.2105263157894735,1.6,6.55,0.05555555555555555
216,38,77,2,8.2,Public,Rural,Yes,No,High,Low,241,18,Female,Medium,Secondary,4,5.684210526315789,1.2,5.85,0.10869565217391305
183,12,100,2,1.1,Public,Urban,No,Yes,Medium,High,242,18,Female,Medium,Secondary,2,15.25,1.6,5.0,0.47619047619047616
185,22,94,1,10.4,Public,Rural,Yes,No,High,Low,243,21,Male,High,Tertiary,1,8.409090909090908,0.6,6.7,0.08771929824561403
118,9,79,1,8.1,Public,Rural,Yes,No,Low,Medium,244,16,Male,Medium,Secondary,1,13.11111111111111,0.6,4.95,0.10989010989010989
111,20,73,2,6.7,Private,Urban,No,No,High,Medium,245,22,Female,Medium,Primary,1,5.55,1.2,4.65,0.12987012987012986
118,20,80,2,15.8,Public,Urban,Yes,Yes,Medium,Medium,246,19,Male,Low,,1,5.9,1.6,5.0,0.05952380952380952
206,30,83,2,0.3,Private,Rural,Yes,No,High,High,247,17,Female,Medium,Primary,3,6.866666666666666,1.2,6.15,0.7692307692307692
194,24,100,2,7.2,Public,Rural,Yes,Yes,Low,High,248,22,Female,Medium,Primary,2,8.083333333333334,1.6,6.0,0.12195121951219513
182,40,73,4,7.2,Public,Rural,No,Yes,High,Low,249,18,Male,Low,,3,4.55,2.8,4.65,0.12195121951219513
115,5,82,1,19.1,Public,Rural,Yes,Yes,Medium,Low,250,22,Male,High,Tertiary,1,23.0,1.0,5.1,0.04975124378109452
198,6,86,3,5.7,Public,Urban,Yes,Yes,Low,High,251,19,Female,Low,,1,33.0,2.1999999999999997,5.3,0.14925373134328357
151,14,82,2,7.6,Public,Urban,No,Yes,Low,Low,252,15,Male,High,Tertiary,1,10.785714285714286,1.6,4.1,0.11627906976744186
199,7,85,3,1.4,Public,Urban,No,Yes,Low,Medium,253,18,Female,Medium,Secondary,1,28.428571428571427,2.1999999999999997,4.25,0.4166666666666667
115,1,79,3,12.2,Public,Urban,No,No,Low,High,254,17,Male,High,Secondary,1,115.0,1.7999999999999998,3.95,0.07575757575757576
152,9,91,1,15.3,Public,Rural,No,Yes,Low,High,255,18,Male,Medium,,1,16.88888888888889,1.0,4.55,0.06134969325153374
138,8,88,2,13.9,Public,Urban,No,Yes,Medium,Medium,256,20,Female,Medium,Primary,1,17.25,1.6,4.4,0.06711409395973154
104,5,84,3,13.3,Public,Urban,No,No,Medium,Low,257,22,Female,Medium,Tertiary,1,20.8,1.7999999999999998,4.2,0.06993006993006992
192,26,57,4,15.5,Public,Urban,Yes,Yes,High,High,258,19,Male,Medium,Secondary,2,7.384615384615385,2.8,4.85,0.06060606060606061
117,10,84,2,4.0,Public,Urban,No,No,Low,High,259,16,Female,Low,,1,11.7,1.2,4.2,0.2
108,12,64,2,3.9,Public,Urban,No,Yes,Low,Medium,260,15,Male,Medium,Secondary,1,9.0,1.6,3.2,0.2040816326530612
116,23,87,4,11.6,Public,Urban,Yes,Yes,Low,Low,261,17,Male,High,Primary,1,5.043478260869565,2.8,5.35,0.07936507936507936
206,15,100,4,11.6,Public,Urban,No,Yes,Low,Medium,262,21,Male,High,Tertiary,2,13.733333333333333,2.8,5.0,0.07936507936507936
139,14,73,2,19.6,Public,Urban,No,No,High,Medium,263,18,Female,High,Tertiary,2,9.928571428571429,1.2,4.65,0.04854368932038835
249,29,87,2,5.6,Public,Urban,No,Yes,Medium,High,264,17,Male,Medium,Tertiary,4,8.586206896551724,1.6,4.35,0.15151515151515152
165,1,78,3,1.6,Public,Rural,Yes,Yes,Medium,Low,265,16,Male,Medium,Tertiary,1,165.0,2.1999999999999997,4.9,0.3846153846153846
236,3,100,2,12.6,Public,Urban,No,No,Low,Medium,266,15,Male,High,Tertiary,2,78.66666666666667,1.2,5.0,0.07352941176470588
207,25,87,4,10.2,Public,Rural,No,Yes,High,High,267,22,Female,Low,,4,8.28,2.8,5.35,0.08928571428571429
164,23,100,3,7.9,Public,Urban,Yes,Yes,High,Medium,268,17,Female,Medium,Tertiary,2,7.130434782608695,2.1999999999999997,7.0,0.11235955056179775
116,33,85,3,1.8,Private,Urban,No,Yes,Medium,Medium,269,19,Female,Medium,Secondary,4,3.515151515151515,2.1999999999999997,4.25,0.35714285714285715
188,22,87,2,8.8,Public,Urban,Yes,Yes,High,Medium,270,19,Female,Low,Secondary,3,8.545454545454545,1.6,6.35,0.1020408163265306
135,24,82,2,9.4,Public,Urban,No,Yes,Low,Medium,271,17,Female,Medium,Secondary,3,5.625,1.6,4.1,0.09615384615384615
130,14,89,4,9.5,Private,Urban,Yes,Yes,Low,Low,272,22,Male,Low,,1,9.285714285714286,2.8,5.45,0.09523809523809523
153,21,67,2,17.5,Private,Rural,Yes,No,High,Low,273,15,Female,Medium,,1,7.285714285714286,1.2,5.35,0.05405405405405406
173,35,85,2,17.4,Public,Urban,Yes,Yes,Medium,Medium,274,18,Female,Medium,Secondary,3,4.942857142857143,1.6,5.25,0.05434782608695653
138,0,81,2,14.5,Public,Urban,Yes,No,Low,Low,275,19,Female,Medium,Secondary,1,1380.0,1.2,5.05,0.06451612903225806
144,21,89,2,5.1,Public,Urban,Yes,No,Low,Medium,276,18,Male,Medium,Tertiary,2,6.857142857142857,1.2,5.45,0.1639344262295082
277,40,89,2,10.6,Public,Rural,Yes,Yes,Medium,High,277,18,Female,High,Primary,4,6.925,1.6,5.45,0.08620689655172414
119,18,71,2,13.3,Public,Urban,No,No,Medium,Medium,278,17,Male,High,Tertiary,1,6.611111111111111,1.2,3.55,0.06993006993006992
240,40,88,2,12.1,Public,Urban,Yes,Yes,High,High,279,19,Male,Medium,Secondary,3,6.0,1.6,6.4,0.07633587786259542
102,8,70,3,11.5,Public,Rural,No,Yes,Low,Low,280,17,Female,Medium,Secondary,1,12.75,2.1999999999999997,3.5,0.08
161,18,65,2,1.4,Public,Urban,Yes,Yes,Medium,Low,281,16,Female,Low,Primary,3,8.944444444444445,1.6,4.25,0.4166666666666667
124,16,88,1,11.3,Public,Rural,No,No,Medium,Low,282,18,Male,High,Secondary,1,7.75,0.6,4.4,0.08130081300813008
137,0,87,1,14.4,Public,Urban,Yes,Yes,Medium,Medium,283,15,Male,Medium,Primary,1,1370.0,1.0,5.35,0.06493506493506493
157,8,88,1,10.0,Public,Urban,Yes,No,Medium,Medium,284,21,Male,Low,,1,19.625,0.6,5.4,0.09090909090909091
281,19,100,4,0.0,Public,Urban,No,No,Medium,Medium,285,20,Female,Medium,Primary,2,14.789473684210526,2.4,5.0,1.0
146,25,76,2,12.9,Public,Urban,Yes,No,Low,Low,286,18,Male,Low,Primary,2,5.84,1.2,4.8,0.07194244604316546
184,28,71,3,15.9,Private,Rural,No,No,Medium,High,287,15,Female,Medium,Secondary,4,6.571428571428571,1.7999999999999998,3.55,0.0591715976331361
135,19,81,3,13.0,Public,Urban,No,Yes,Low,Medium,288,17,Female,Low,Primary,3,7.105263157894737,2.1999999999999997,4.05,0.07142857142857142
119,22,78,2,9.9,Public,Rural,Yes,Yes,Low,Medium,289,19,Male,Low,Secondary,1,5.409090909090909,1.6,4.9,0.09174311926605504
246,24,81,3,5.7,Public,Urban,No,Yes,Medium,High,290,18,Male,Low,Primary,1,10.25,2.1999999999999997,4.05,0.14925373134328357
113,25,80,3,5.5,Public,Rural,No,Yes,Low,High,291,16,Male,Medium,Secondary,1,4.52,2.1999999999999997,4.0,0.15384615384615385
100,14,74,2,16.1,Public,Rural,No,Yes,Medium,Low,292,18,Female,Medium,Secondary,5,7.142857142857143,1.6,3.7,0.05847953216374269
102,14,62,3,15.6,Public,Urban,Yes,Yes,Low,Medium,293,15,Female,Low,Secondary,1,7.285714285714286,2.1999999999999997,4.1,0.06024096385542168
156,16,79,3,11.8,Public,Urban,Yes,Yes,Medium,Medium,294,22,Female,Medium,Secondary,1,9.75,2.1999999999999997,4.95,0.078125
173,26,73,2,6.5,Public,Urban,Yes,No,High,High,295,21,Male,Low,,2,6.653846153846154,1.2,5.65,0.13333333333333333
171,16,86,2,16.5,Public,Rural,Yes,Yes,Low,Low,296,15,Female,Low,Secondary,1,10.6875,1.6,5.3,0.05714285714285714
123,24,75,1,13.6,Public,Urban,No,No,Low,Medium,297,15,Male,Low,,3,5.125,0.6,3.75,0.0684931506849315
107,4,91,3,13.7,Private,Urban,No,Yes,Medium,Medium,298,19,Male,Low,,1,26.75,2.1999999999999997,4.55,0.06802721088435375
235,15,100,2,4.5,Public,Rural,Yes,Yes,Low,High,299,16,Female,Medium,Primary,1,15.666666666666666,1.6,6.0,0.18181818181818182
157,24,90,2,7.5,Public,Rural,Yes,Yes,Medium,High,300,16,Male,High,Tertiary,1,6.541666666666667,1.6,5.5,0.11764705882352941
227,23,73,3,4.8,Private,Urban,Yes,No,Low,Medium,301,15,Female,High,Tertiary,2,9.869565217391305,1.7999999999999998,4.65,0.1724137931034483
240,21,100,3,2.4,Private,Rural,Yes,Yes,Low,Medium,302,16,Female,Medium,Secondary,2,11.428571428571429,2.1999999999999997,6.0,0.29411764705882354
226,32,100,3,11.0,Public,Rural,No,Yes,High,High,303,16,Female,High,,2,7.0625,2.1999999999999997,6.0,0.08333333333333333
116,9,81,4,16.7,Public,Rural,Yes,No,Low,Medium,304,17,Male,Medium,Primary,1,12.88888888888889,2.4,5.05,0.05649717514124294
219,21,100,4,15.5,Public,Rural,Yes,No,Medium,High,305,20,Male,Low,Secondary,3,10.428571428571429,2.4,6.0,0.06060606060606061
128,28,76,2,19.9,Public,Rural,No,No,Low,High,306,16,Male,Low,Primary,3,4.571428571428571,1.2,3.8,0.04784688995215311
234,39,70,2,11.7,Public,Urban,Yes,Yes,Low,High,307,20,Male,Medium,Secondary,2,6.0,1.6,4.5,0.07874015748031496
181,34,78,2,11.9,Private,Rural,No,Yes,Low,Low,308,15,Female,Low,,2,5.323529411764706,1.6,3.9,0.07751937984496124
168,17,100,3,6.0,Public,Rural,Yes,Yes,Low,Low,309,19,Male,High,Secondary,2,9.882352941176471,2.1999999999999997,6.0,0.14285714285714285
165,30,70,1,10.0,Private,Rural,No,Yes,Medium,Medium,310,20,Male,Low,,4,5.5,1.0,3.5,0.09090909090909091
229,16,88,5,11.9,Public,Urban,Yes,Yes,High,Medium,311,17,Male,High,Secondary,1,14.3125,3.4,6.4,0.07751937984496124
104,6,80,2,11.3,Private,Urban,No,Yes,Medium,Low,312,16,Male,Medium,Primary,1,17.333333333333332,1.6,4.0,0.08130081300813008
282,7,86,3,14.1,Public,Urban,No,No,Medium,Medium,313,17,Female,Medium,Primary,1,40.285714285714285,1.7999999999999998,4.3,0.06622516556291391
117,30,77,2,5.4,Public,Urban,Yes,Yes,Medium,Low,314,18,Female,Low,Secondary,2,3.9,1.6,4.85,0.15625
148,10,83,3,14.3,Public,Urban,No,No,High,High,315,17,Male,Low,Primary,2,14.8,1.7999999999999998,5.15,0.06535947712418301
125,14,76,1,16.3,Public,Rural,No,Yes,Medium,Medium,316,20,Female,Medium,Tertiary,1,8.928571428571429,1.0,3.8,0.057803468208092484
185,12,71,5,5.7,Public,Rural,Yes,Yes,High,Low,317,21,Female,Medium,Primary,1,15.416666666666666,3.4,5.55,0.14925373134328357
148,24,85,4,7.3,Public,Rural,No,Yes,Medium,Low,318,17,Male,Low,,1,6.166666666666667,2.8,4.25,0.12048192771084336
197,18,96,4,18.6,Public,Rural,No,No,High,Low,319,17,Female,Low,Primary,1,10.944444444444445,2.4,5.8,0.0510204081632653
250,14,97,2,4.8,Public,Rural,No,No,Medium,High,320,22,Male,Low,,2,17.857142857142858,1.2,4.85,0.1724137931034483
255,30,82,3,12.9,Public,Urban,Yes,No,High,High,321,16,Female,Medium,Primary,1,8.5,1.7999999999999998,6.1,0.07194244604316546
168,6,72,4,12.0,Private,Rural,Yes,Yes,Medium,Medium,322,17,Female,Medium,Secondary,1,28.0,2.8,4.6,0.07692307692307693
102,6,77,3,9.8,Public,Urban,No,Yes,Medium,Medium,323,20,Male,Low,Secondary,1,17.0,2.1999999999999997,3.85,0.09259259259259259
152,0,98,1,7.2,Public,Urban,Yes,No,Medium,High,324,22,Male,Low,,1,1520.0,0.6,5.9,0.12195121951219513
173,7,90,2,7.7,Public,Urban,No,Yes,High,Low,325,19,Male,Low,Secondary,1,24.714285714285715,1.6,5.5,0.1149425287356322
184,22,92,2,10.1,Private,Rural,No,Yes,High,Medium,326,16,Female,Low,Primary,1,8.363636363636363,1.6,5.6,0.0900900900900901
100,0,88,1,13.0,Public,Urban,No,Yes,Low,Medium,327,15,Female,Low,Primary,1,1000.0,1.0,4.4,0.07142857142857142
176,6,88,4,7.9,Public,Urban,No,Yes,Medium,High,328,18,Female,Low,Secondary,1,29.333333333333332,2.8,4.4,0.11235955056179775
200,22,87,1,10.3,Public,Urban,Yes,Yes,Low,Medium,329,22,Female,Low,Primary,3,9.090909090909092,1.0,5.35,0.08849557522123894
131,11,88,3,1.2,Public,Urban,No,Yes,Low,Low,330,15,Male,Medium,Tertiary,1,11.909090909090908,2.1999999999999997,4.4,0.45454545454545453
280,40,86,2,5.8,Public,Urban,Yes,No,High,High,331,16,Male,Low,Secondary,3,7.0,1.2,6.3,0.14705882352941177
225,40,74,2,14.2,Public,Rural,Yes,No,Medium,Medium,332,15,Female,High,Tertiary,1,5.625,1.2,4.7,0.06578947368421052
153,10,90,1,12.7,Public,Rural,No,Yes,Low,High,333,18,Female,High,Tertiary,1,15.3,1.0,4.5,0.07299270072992702
149,23,94,2,10.0,Public,Rural,No,Yes,Medium,Low,334,22,Male,Low,Primary,3,6.478260869565218,1.6,4.7,0.09090909090909091
153,25,72,4,3.6,Private,Urban,No,Yes,Medium,Low,335,20,Male,Low,Primary,1,6.12,2.8,3.6,0.2173913043478261
193,16,93,3,2.6,Public,Rural,No,No,Low,Low,336,20,Male,Medium,Primary,3,12.0625,1.7999999999999998,4.65,0.2777777777777778
156,5,99,1,12.2,Public,Rural,Yes,No,Low,High,337,17,Male,High,Secondary,1,31.2,0.6,5.95,0.07575757575757576
146,17,83,3,15.1,Public,Urban,Yes,Yes,Medium,Low,338,15,Male,Low,Primary,1,8.588235294117647,2.1999999999999997,5.15,0.06211180124223602
184,19,77,4,15.3,Public,Rural,No,No,Low,Medium,339,20,Male,Medium,Secondary,1,9.68421052631579,2.4,3.85,0.06134969325153374
174,16,85,3,8.7,Public,Urban,No,Yes,Low,Medium,340,16,Female,Medium,Primary,1,10.875,2.1999999999999997,4.25,0.10309278350515465
237,29,83,5,0.0,Public,Urban,No,Yes,Medium,Medium,341,19,Female,High,Secondary,3,8.172413793103448,3.4,4.15,1.0
197,15,80,3,7.0,Public,Rural,Yes,No,High,Medium,342,18,Male,Low,,1,13.133333333333333,1.7999999999999998,6.0,0.125
197,11,90,3,17.9,Public,Rural,No,Yes,Low,Low,343,15,Male,Medium,Primary,2,17.90909090909091,2.1999999999999997,4.5,0.052910052910052914
178,21,69,2,13.7,Public,Urban,Yes,Yes,High,Low,344,19,Male,Low,Primary,1,8.476190476190476,1.6,5.45,0.06802721088435375
162,22,70,3,13.3,Public,Urban,Yes,Yes,Medium,Low,345,18,Male,Low,,3,7.363636363636363,2.1999999999999997,4.5,0.06993006993006992
137,6,82,2,14.6,Public,Urban,Yes,No,Low,Low,346,15,Male,Low,,1,22.833333333333332,1.2,5.1,0.06410256410256411
178,28,84,3,11.9,Public,Rural,No,No,Medium,Low,347,16,Female,Medium,,3,6.357142857142857,1.7999999999999998,4.2,0.07751937984496124
150,2,86,2,8.4,Private,Rural,Yes,No,Medium,Medium,348,19,Female,Medium,Tertiary,1,75.0,1.2,5.3,0.10638297872340426
128,11,99,2,7.0,Public,Rural,Yes,Yes,High,Low,349,20,Male,Medium,,2,11.636363636363637,1.6,6.95,0.125
216,21,88,2,4.0,Public,Urban,Yes,Yes,High,Low,350,22,Female,Low,Primary,2,10.285714285714286,1.6,6.4,0.2
183,15,91,1,7.2,Private,Rural,No,Yes,Low,Medium,351,19,Female,Medium,Secondary,1,12.2,1.0,4.55,0.12195121951219513
133,11,72,3,20.0,Private,Rural,Yes,No,Medium,Low,352,21,Female,Low,,1,12.090909090909092,1.7999999999999998,4.6,0.047619047619047616
165,36,91,1,15.5,Public,Urban,Yes,No,Low,High,353,15,Male,High,Tertiary,1,4.583333333333333,0.6,5.55,0.06060606060606061
142,9,77,2,11.1,Public,Urban,No,Yes,Low,Medium,354,15,Female,Low,,2,15.777777777777779,1.6,3.85,0.08264462809917356
246,40,89,3,8.5,Private,Rural,Yes,Yes,Low,High,355,16,Female,Medium,Tertiary,5,6.15,2.1999999999999997,5.45,0.10526315789473684
215,27,86,3,5.1,Private,Urban,No,Yes,Medium,Low,356,16,Female,Medium,Secondary,2,7.962962962962963,2.1999999999999997,4.3,0.1639344262295082
215,24,97,2,9.3,Public,Urban,Yes,Yes,Low,Low,357,21,Female,Medium,Secondary,1,8.958333333333334,1.6,5.85,0.0970873786407767
103,18,67,2,10.5,Public,Urban,Yes,Yes,Low,Medium,358,17,Female,High,Secondary,1,5.722222222222222,1.6,4.35,0.08695652173913043
166,40,62,3,8.9,Public,Urban,No,No,High,Low,359,22,Male,Low,Tertiary,5,4.15,1.7999999999999998,4.1,0.10101010101010101
126,7,79,3,11.8,Public,Urban,No,Yes,Medium,Medium,360,22,Male,Medium,Secondary,1,18.0,2.1999999999999997,3.95,0.078125
149,7,87,4,9.8,Private,Urban,No,No,High,Medium,361,15,Female,Medium,Tertiary,2,21.285714285714285,2.4,5.35,0.09259259259259259
150,11,84,3,4.5,Private,Urban,No,No,Low,Medium,362,16,Male,Low,,1,13.636363636363637,1.7999999999999998,4.2,0.18181818181818182
254,27,100,3,9.6,Private,Urban,No,Yes,Medium,High,363,15,Female,High,Tertiary,1,9.407407407407407,2.1999999999999997,5.0,0.09433962264150944
141,1,86,1,10.5,Public,Urban,Yes,No,High,Low,364,16,Female,Medium,Primary,1,141.0,0.6,6.3,0.08695652173913043
220,24,82,3,9.7,Public,Urban,Yes,Yes,Low,Medium,365,18,Female,Low,Primary,3,9.166666666666666,2.1999999999999997,5.1,0.09345794392523366
104,29,58,3,4.1,Public,Urban,No,Yes,Medium,Low,366,16,Female,Medium,,2,3.586206896551724,2.1999999999999997,2.9,0.19607843137254904
