JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed,Study_Efficiency,School_Quality_Index,Engagement_Level,Distance_Barrier
238,13,82,3,16.2,Public,Rural,No,No,High,Low,3316,17,Female,Medium,Tertiary,2,18.307692307692307,1.7999999999999998,5.1,0.05813953488372093
185,38,79,3,8.0,Public,Rural,No,No,Low,Medium,1995,19,Female,High,,3,4.868421052631579,1.7999999999999998,3.95,0.1111111111111111
137,16,71,1,10.5,Public,Urban,Yes,Yes,High,Medium,2950,17,Female,Medium,Secondary,1,8.5625,1.0,5.55,0.08695652173913043
100,25,76,1,18.4,Private,Rural,No,Yes,Low,Medium,2604,15,Male,Low,Tertiary,2,4.0,1.0,3.8,0.051546391752577324
210,26,86,2,18.4,Public,Rural,No,No,Low,Low,3467,15,Female,Medium,Primary,1,8.076923076923077,1.2,4.3,0.051546391752577324
165,19,100,2,14.4,Public,Rural,Yes,Yes,Medium,High,2125,19,Male,High,Tertiary,2,8.68421052631579,1.6,6.0,0.06493506493506493
147,31,93,4,12.4,Private,Urban,No,Yes,Low,Medium,2619,18,Male,Low,Primary,2,4.741935483870968,2.8,4.65,0.07462686567164178
110,2,81,1,10.1,Public,Rural,No,No,Low,Medium,4607,15,Male,Low,Secondary,1,55.0,0.6,4.05,0.0900900900900901
210,20,85,3,13.7,Public,Urban,No,Yes,High,Medium,960,16,Male,Low,,1,10.5,2.1999999999999997,5.25,0.06802721088435375
133,5,88,3,5.3,Public,Rural,Yes,No,Medium,Low,1979,18,Male,High,Secondary,1,26.6,1.7999999999999998,5.4,0.15873015873015872
148,5,86,3,10.8,Private,Urban,No,Yes,Medium,Medium,3026,22,Male,Medium,Secondary,1,29.6,2.1999999999999997,4.3,0.0847457627118644
175,28,67,1,1.6,Public,Urban,Yes,Yes,Low,High,3402,15,Female,Low,,1,6.25,1.0,4.35,0.3846153846153846
117,29,79,4,9.5,Public,Urban,Yes,Yes,Low,Low,4282,16,Female,Low,Tertiary,4,4.0344827586206895,2.8,4.95,0.09523809523809523
224,36,90,4,4.7,Public,Urban,No,Yes,High,Low,3352,16,Male,Low,Primary,2,6.222222222222222,2.8,5.5,0.17543859649122806
204,15,100,3,11.6,Public,Rural,No,No,Medium,Low,1302,20,Male,Medium,,1,13.6,1.7999999999999998,5.0,0.07936507936507936
188,29,100,2,0.0,Public,Rural,Yes,Yes,Low,Medium,3998,22,Female,High,Tertiary,3,6.482758620689655,1.6,6.0,1.0
135,7,72,3,17.6,Public,Rural,Yes,Yes,Medium,High,2447,19,Male,Low,,1,19.285714285714285,2.1999999999999997,4.6,0.05376344086021505
213,33,82,3,9.8,Private,Urban,No,No,Low,Medium,3292,16,Female,Low,Secondary,2,6.454545454545454,1.7999999999999998,4.1,0.09259259259259259
156,16,87,2,7.2,Private,Urban,Yes,Yes,Medium,Low,2647,15,Male,High,Secondary,3,9.75,1.6,5.35,0.12195121951219513
214,14,66,2,11.1,Public,Urban,No,No,Low,Medium,3597,19,Female,Medium,Tertiary,1,15.285714285714286,1.2,3.3,0.08264462809917356
120,17,90,2,12.7,Private,Urban,No,Yes,Medium,Medium,4743,16,Female,Medium,Secondary,1,7.0588235294117645,1.6,4.5,0.07299270072992702
129,13,76,4,10.8,Private,Urban,No,Yes,Low,Low,2224,18,Male,Low,,1,9.923076923076923,2.8,3.8,0.0847457627118644
203,22,72,2,7.0,Public,Urban,No,Yes,Low,Low,932,22,Male,Low,,2,9.227272727272727,1.6,3.6,0.125
218,21,83,3,10.6,Public,Rural,No,Yes,High,Low,3320,18,Male,Low,Secondary,1,10.380952380952381,2.1999999999999997,5.15,0.08620689655172414
171,23,95,1,10.6,Private,Urban,No,Yes,Medium,Medium,4490,21,Male,Low,Tertiary,3,7.434782608695652,1.0,4.75,0.08620689655172414
236,25,90,3,3.0,Public,Rural,Yes,Yes,Low,High,1460,20,Female,Low,,3,9.44,2.1999999999999997,5.5,0.25
158,16,89,1,8.6,Public,Urban,No,Yes,Low,Medium,101,17,Male,Low,Primary,1,9.875,1.0,4.45,0.10416666666666667
159,13,96,3,8.9,Public,Urban,Yes,No,Medium,High,4921,17,Male,Medium,Primary,2,12.23076923076923,1.7999999999999998,5.8,0.10101010101010101
134,31,78,3,9.3,Public,Urban,No,Yes,Medium,Medium,4345,21,Female,Medium,Tertiary,3,4.32258064516129,2.1999999999999997,3.9,0.0970873786407767
213,26,70,2,4.3,Public,Rural,No,Yes,High,High,3589,19,Female,High,Tertiary,2,8.192307692307692,1.6,4.5,0.18867924528301888
131,5,78,2,4.2,Private,Rural,No,No,High,Medium,3310,19,Female,Low,Primary,1,26.2,1.2,4.9,0.1923076923076923
217,35,83,2,8.2,Public,Urban,No,No,Medium,Medium,4755,21,Female,Medium,Tertiary,5,6.2,1.2,4.15,0.10869565217391305
148,23,80,4,11.1,Private,Urban,Yes,Yes,High,High,3229,17,Female,Medium,Secondary,2,6.434782608695652,2.8,6.0,0.08264462809917356
140,14,82,2,11.2,Public,Urban,Yes,Yes,Medium,Medium,4857,21,Male,High,Tertiary,1,10.0,1.6,5.1,0.0819672131147541
191,19,86,1,10.9,Public,Rural,No,Yes,Medium,High,2474,20,Male,Medium,Secondary,1,10.052631578947368,1.0,4.3,0.08403361344537814
171,9,77,3,12.1,Public,Urban,No,Yes,Medium,Medium,2305,19,Female,Medium,Secondary,1,19.0,2.1999999999999997,3.85,0.07633587786259542
155,11,62,2,11.1,Public,Rural,Yes,Yes,Medium,High,2966,15,Male,Low,,2,14.090909090909092,1.6,4.1,0.08264462809917356
235,21,98,3,4.3,Public,Rural,Yes,Yes,Low,Low,4936,18,Female,Medium,Primary,2,11.19047619047619,2.1999999999999997,5.9,0.18867924528301888
216,24,100,2,13.0,Private,Urban,Yes,Yes,Low,High,1572,18,Male,Medium,Primary,2,9.0,1.6,6.0,0.07142857142857142
219,26,99,2,10.6,Private,Urban,No,No,High,Low,3710,20,Male,Low,Primary,1,8.423076923076923,1.2,5.95,0.08620689655172414
186,22,86,3,15.9,Private,Rural,Yes,No,High,Medium,4252,19,Male,Medium,,1,8.454545454545455,1.7999999999999998,6.3,0.0591715976331361
182,22,98,2,10.7,Public,Rural,Yes,No,Low,Medium,3039,18,Female,Low,Tertiary,2,8.272727272727273,1.2,5.9,0.08547008547008547
105,12,74,3,1.4,Public,Rural,Yes,Yes,Medium,Low,3040,15,Male,Low,Secondary,1,8.75,2.1999999999999997,4.7,0.4166666666666667
169,14,89,3,3.6,Private,Rural,Yes,Yes,Low,Medium,4152,18,Female,Low,,1,12.071428571428571,2.1999999999999997,5.45,0.2173913043478261
204,24,82,4,1.7,Public,Urban,No,Yes,High,Medium,834,19,Female,High,Secondary,1,8.5,2.8,5.1,0.37037037037037035
125,32,83,2,10.9,Public,Rural,Yes,No,Low,High,3622,16,Male,High,Tertiary,3,3.90625,1.2,5.15,0.08403361344537814
249,29,87,2,5.6,Public,Urban,No,Yes,Medium,High,264,17,Male,Medium,Tertiary,4,8.586206896551724,1.6,4.35,0.15151515151515152
180,23,97,4,11.2,Public,Urban,No,No,Low,Low,591,18,Male,Low,Primary,2,7.826086956521739,2.4,4.85,0.0819672131147541
125,7,83,2,13.4,Public,Urban,Yes,No,High,Medium,2126,22,Female,Medium,Secondary,1,17.857142857142858,1.2,6.15,0.06944444444444445
204,19,81,4,4.2,Public,Urban,Yes,No,Low,High,2298,18,Male,Low,Tertiary,1,10.736842105263158,2.4,5.05,0.1923076923076923
244,35,100,3,0.0,Public,Urban,Yes,Yes,Low,Low,1745,22,Female,High,Tertiary,4,6.9714285714285715,2.1999999999999997,6.0,1.0
211,39,85,4,16.6,Private,Rural,Yes,Yes,Low,High,3530,17,Male,Medium,Primary,3,5.410256410256411,2.8,5.25,0.056818181818181816
103,10,75,1,7.0,Public,Urban,No,No,Medium,Medium,3065,15,Male,Medium,Secondary,1,10.3,0.6,3.75,0.125
191,26,72,3,17.5,Private,Urban,No,No,Low,Low,2007,18,Female,Medium,Secondary,3,7.346153846153846,1.7999999999999998,3.6,0.05405405405405406
185,19,89,3,4.2,Private,Urban,Yes,Yes,Medium,Medium,1840,15,Male,Medium,Secondary,1,9.736842105263158,2.1999999999999997,5.45,0.1923076923076923
145,17,100,1,10.9,Public,Rural,No,Yes,High,High,1757,18,Female,High,Secondary,1,8.529411764705882,1.0,6.0,0.08403361344537814
127,26,78,2,15.2,Public,Urban,Yes,Yes,Low,Low,4187,21,Female,Medium,Tertiary,2,4.884615384615385,1.6,4.9,0.0617283950617284
189,16,82,2,12.7,Private,Urban,Yes,Yes,Medium,Medium,3739,21,Male,Low,,1,11.8125,1.6,5.1,0.07299270072992702
110,0,69,1,14.9,Public,Urban,No,Yes,Medium,Low,2391,20,Female,Low,,1,1100.0,1.0,3.45,0.06289308176100629
150,17,92,2,10.3,Private,Urban,Yes,No,Low,Low,3307,18,Male,Medium,Primary,1,8.823529411764707,1.2,5.6,0.08849557522123894
241,40,88,4,15.2,Public,Rural,Yes,Yes,Low,High,4442,22,Female,High,Tertiary,5,6.025,2.8,5.4,0.0617283950617284
161,8,73,2,3.2,Private,Urban,Yes,No,Low,Medium,1974,17,Female,Low,Secondary,1,20.125,1.2,4.65,0.23809523809523808
170,16,89,2,4.4,Private,Urban,Yes,Yes,Low,Low,3344,19,Female,High,Tertiary,1,10.625,1.6,5.45,0.18518518518518517
240,26,78,2,13.7,Private,Rural,Yes,No,Low,High,2524,15,Male,Medium,Secondary,2,9.23076923076923,1.2,4.9,0.06802721088435375
162,12,75,2,11.6,Public,Urban,Yes,Yes,Medium,Medium,2808,17,Female,Medium,Secondary,1,13.5,1.6,4.75,0.07936507936507936
205,37,91,3,9.7,Public,Urban,No,Yes,High,Medium,2627,20,Female,Medium,Secondary,5,5.54054054054054,2.1999999999999997,5.55,0.09345794392523366
100,22,71,3,13.3,Private,Urban,No,Yes,Low,Medium,3410,21,Female,Low,Primary,1,4.545454545454546,2.1999999999999997,3.55,0.06993006993006992
205,17,92,1,8.7,Private,Urban,Yes,Yes,High,High,2646,16,Female,Medium,,1,12.058823529411764,1.0,6.6,0.10309278350515465
323,39,91,1,0.1,Public,Urban,Yes,Yes,High,Medium,4097,19,Female,High,Secondary,2,8.282051282051283,1.0,6.55,0.9090909090909091
214,6,92,2,5.6,Private,Rural,Yes,No,Medium,Low,457,17,Female,High,Tertiary,2,35.666666666666664,1.2,5.6,0.15151515151515152
183,10,83,1,11.4,Public,Urban,No,No,Medium,Medium,4003,22,Female,Medium,,1,18.3,0.6,4.15,0.08064516129032258
213,19,76,2,11.4,Public,Rural,Yes,Yes,Medium,High,2992,18,Male,Medium,Tertiary,1,11.210526315789474,1.6,4.8,0.08064516129032258
266,22,100,4,3.2,Private,Rural,No,Yes,Medium,Medium,1744,16,Male,Medium,Tertiary,1,12.090909090909092,2.8,5.0,0.23809523809523808
158,22,84,2,16.2,Public,Rural,Yes,Yes,Low,Low,4512,22,Male,Low,Primary,1,7.181818181818182,1.6,5.2,0.05813953488372093
116,11,81,2,11.6,Public,Urban,No,No,Low,Medium,722,17,Female,Medium,Tertiary,2,10.545454545454545,1.2,4.05,0.07936507936507936
104,14,89,2,12.7,Public,Rural,Yes,Yes,Low,Medium,3526,19,Female,Medium,Primary,1,7.428571428571429,1.6,5.45,0.07299270072992702
173,16,76,2,14.2,Public,Urban,Yes,Yes,Medium,Low,2111,15,Female,High,Tertiary,1,10.8125,1.6,4.8,0.06578947368421052
106,20,100,1,8.0,Public,Urban,No,No,Medium,Medium,1844,21,Female,Medium,Tertiary,1,5.3,0.6,5.0,0.1111111111111111
231,21,88,3,13.9,Public,Urban,Yes,Yes,High,Medium,2357,20,Female,Medium,Secondary,2,11.0,2.1999999999999997,6.4,0.06711409395973154
239,16,94,4,12.7,Public,Rural,Yes,Yes,High,High,2828,22,Female,Low,Secondary,1,14.9375,2.8,6.7,0.07299270072992702
206,36,76,3,11.7,Public,Urban,Yes,Yes,Low,Medium,3677,17,Male,Low,,5,5.722222222222222,2.1999999999999997,4.8,0.07874015748031496
237,30,80,1,4.4,Public,Urban,No,Yes,Low,Low,3369,18,Female,Medium,Secondary,1,7.9,1.0,4.0,0.18518518518518517
216,34,100,4,10.0,Public,Urban,Yes,No,Medium,Medium,4655,16,Female,Medium,,3,6.352941176470588,2.4,6.0,0.09090909090909091
167,16,89,3,13.4,Public,Urban,Yes,No,Low,Low,2576,20,Male,Medium,Secondary,1,10.4375,1.7999999999999998,5.45,0.06944444444444445
246,14,83,3,9.3,Private,Urban,Yes,Yes,High,Low,1900,18,Female,Low,Primary,1,17.571428571428573,2.1999999999999997,6.15,0.0970873786407767
186,24,90,3,11.2,Public,Urban,No,Yes,Low,Low,1061,19,Female,Medium,Secondary,3,7.75,2.1999999999999997,4.5,0.0819672131147541
152,19,77,2,9.4,Public,Rural,No,No,Medium,Low,2232,15,Male,Low,Tertiary,1,8.0,1.2,3.85,0.09615384615384615
118,8,64,2,10.5,Public,Rural,No,Yes,High,Low,1527,22,Female,Low,,1,14.75,1.6,4.2,0.08695652173913043
244,26,94,3,11.3,Public,Rural,No,Yes,Low,Medium,4192,17,Female,Medium,Tertiary,4,9.384615384615385,2.1999999999999997,4.7,0.08130081300813008
239,30,100,4,0.9,Public,Urban,Yes,No,High,Low,3773,17,Female,Low,Primary,4,7.966666666666667,2.4,7.0,0.5263157894736842
221,30,73,5,11.4,Public,Rural,Yes,Yes,Medium,Medium,1251,18,Male,High,Secondary,1,7.366666666666666,3.4,4.65,0.08064516129032258
138,8,85,2,0.4,Private,Rural,Yes,Yes,Low,High,3999,18,Female,Medium,Secondary,1,17.25,1.6,5.25,0.7142857142857143
210,11,78,3,12.4,Public,Urban,No,Yes,High,High,403,18,Female,Medium,,1,19.09090909090909,2.1999999999999997,4.9,0.07462686567164178
155,26,90,2,7.2,Public,Urban,Yes,Yes,Low,Medium,2308,15,Female,Low,Secondary,1,5.961538461538462,1.6,5.5,0.12195121951219513
150,27,87,1,10.5,Public,Rural,No,Yes,Medium,Medium,1477,22,Male,Low,,3,5.555555555555555,1.0,4.35,0.08695652173913043
248,20,96,4,15.5,Private,Urban,No,Yes,Low,Medium,3853,20,Female,Low,,2,12.4,2.8,4.8,0.06060606060606061
141,0,61,3,15.2,Private,Rural,Yes,No,Medium,Low,4033,16,Female,Medium,Primary,1,1410.0,1.7999999999999998,4.05,0.0617283950617284
136,2,79,2,16.1,Private,Urban,Yes,No,High,Medium,2834,15,Female,Medium,Primary,1,68.0,1.2,5.95,0.05847953216374269
203,25,96,2,5.5,Public,Urban,Yes,No,Medium,Medium,4870,17,Female,Medium,,2,8.12,1.2,5.8,0.15384615384615385
154,23,84,2,4.9,Public,Rural,Yes,Yes,Low,Low,3213,15,Female,Medium,Tertiary,2,6.695652173913044,1.6,5.2,0.1694915254237288
133,10,87,1,14.0,Private,Urban,Yes,No,Medium,High,3059,17,Female,Low,Primary,1,13.3,0.6,5.35,0.06666666666666667
177,23,77,3,6.5,Public,Rural,Yes,Yes,Medium,Low,2519,21,Female,Medium,,3,7.695652173913044,2.1999999999999997,4.85,0.13333333333333333
209,23,93,1,8.7,Private,Urban,No,No,Low,High,4040,18,Male,Low,,1,9.08695652173913,0.6,4.65,0.10309278350515465
191,19,81,2,5.3,Public,Rural,Yes,Yes,Low,Low,2031,19,Female,Low,Primary,1,10.052631578947368,1.6,5.05,0.15873015873015872
127,18,89,4,6.7,Public,Rural,No,No,Medium,Medium,717,21,Male,Low,,2,7.055555555555555,2.4,4.45,0.12987012987012986
274,25,91,2,7.4,Public,Urban,Yes,Yes,Medium,High,4977,17,Female,High,Primary,2,10.96,1.6,5.55,0.11904761904761904
154,28,75,2,13.9,Private,Urban,No,Yes,High,High,4039,16,Female,Low,Primary,2,5.5,1.6,4.75,0.06711409395973154
135,25,85,2,5.8,Public,Rural,Yes,Yes,Low,Medium,1155,18,Male,High,Secondary,3,5.4,1.6,5.25,0.14705882352941177
288,40,87,5,14.2,Private,Rural,Yes,No,High,High,2255,17,Male,Medium,Tertiary,3,7.2,3.0,6.35,0.06578947368421052
132,8,81,2,7.3,Public,Urban,No,No,Low,Medium,632,18,Female,High,Tertiary,1,16.5,1.2,4.05,0.12048192771084336
123,15,87,1,17.0,Public,Urban,No,Yes,Medium,Low,1276,21,Female,High,Tertiary,1,8.2,1.0,4.35,0.05555555555555555
118,21,75,1,2.9,Public,Rural,No,Yes,Medium,Medium,1909,17,Female,Low,Primary,2,5.619047619047619,1.0,3.75,0.25641025641025644
213,16,79,2,10.2,Public,Rural,Yes,No,Low,High,3516,22,Male,Low,Primary,1,13.3125,1.2,4.95,0.08928571428571429
164,29,92,3,17.2,Public,Rural,No,No,Medium,High,3988,18,Female,Medium,Secondary,3,5.655172413793103,1.7999999999999998,4.6,0.054945054945054944
142,15,83,4,12.8,Public,Urban,No,Yes,Low,Medium,4087,18,Male,Low,Secondary,3,9.466666666666667,2.8,4.15,0.07246376811594203
237,28,93,2,9.0,Private,Urban,Yes,Yes,Medium,Medium,3294,16,Female,Low,Secondary,3,8.464285714285714,1.6,5.65,0.1
246,18,82,2,3.2,Private,Urban,No,Yes,High,Medium,2574,21,Female,High,Primary,1,13.666666666666666,1.6,5.1,0.23809523809523808
140,6,78,2,8.7,Private,Rural,Yes,No,Medium,Medium,4663,20,Female,Low,Primary,1,23.333333333333332,1.2,4.9,0.10309278350515465
101,19,90,2,14.1,Public,Urban,Yes,Yes,Medium,Medium,2859,19,Female,Low,Primary,1,5.315789473684211,1.6,5.5,0.06622516556291391
118,1,100,4,9.2,Public,Rural,No,Yes,High,Low,2569,17,Female,Medium,,1,118.0,2.8,6.0,0.09803921568627452
161,28,91,1,8.6,Public,Urban,Yes,Yes,High,Medium,1109,22,Female,Medium,Primary,3,5.75,1.0,6.55,0.10416666666666667
118,6,68,3,9.0,Public,Urban,Yes,No,Medium,Low,694,21,Male,Low,,1,19.666666666666668,1.7999999999999998,4.4,0.1
208,16,86,4,10.3,Public,Rural,Yes,Yes,High,Medium,594,15,Female,High,Tertiary,2,13.0,2.8,6.3,0.08849557522123894
117,14,81,2,10.1,Public,Rural,Yes,Yes,Medium,Low,2105,19,Male,Medium,Primary,1,8.357142857142858,1.6,5.05,0.0900900900900901
185,30,79,3,10.2,Private,Rural,Yes,Yes,High,High,3127,22,Male,Low,,3,6.166666666666667,2.1999999999999997,5.95,0.08928571428571429
262,30,100,4,5.7,Private,Urban,Yes,Yes,High,Medium,59,16,Male,High,Primary,3,8.733333333333333,2.8,7.0,0.14925373134328357
206,26,92,1,0.7,Public,Rural,No,No,Low,Medium,1997,17,Female,High,Tertiary,3,7.923076923076923,0.6,4.6,0.5882352941176471
103,0,72,1,13.4,Public,Urban,Yes,Yes,Low,High,3184,17,Female,Low,Primary,1,1030.0,1.0,4.6,0.06944444444444445
298,35,91,2,11.2,Public,Urban,Yes,No,Medium,High,1198,17,Female,High,Tertiary,3,8.514285714285714,1.2,5.55,0.0819672131147541
204,19,83,2,11.8,Private,Urban,Yes,Yes,High,Low,977,16,Female,Medium,Tertiary,2,10.736842105263158,1.6,6.15,0.078125
178,34,85,4,8.6,Public,Rural,Yes,No,Medium,High,3808,20,Female,Medium,Primary,2,5.235294117647059,2.4,5.25,0.10416666666666667
178,18,65,1,9.2,Private,Urban,No,Yes,Low,Medium,683,22,Male,Low,,1,9.88888888888889,1.0,3.25,0.09803921568627452
132,15,70,1,13.3,Public,Rural,Yes,No,Medium,Low,4501,19,Male,Low,Primary,2,8.8,0.6,4.5,0.06993006993006992
141,5,82,3,8.7,Public,Rural,Yes,No,Medium,Medium,970,18,Male,Medium,Secondary,1,28.2,1.7999999999999998,5.1,0.10309278350515465
118,15,64,1,2.9,Public,Urban,Yes,Yes,Medium,Medium,2753,18,Male,Low,Primary,1,7.866666666666666,1.0,4.2,0.25641025641025644
199,7,85,3,1.4,Public,Urban,No,Yes,Low,Medium,253,18,Female,Medium,Secondary,1,28.428571428571427,2.1999999999999997,4.25,0.4166666666666667
119,4,91,3,11.8,Public,Urban,No,No,Low,High,4096,17,Male,Medium,Tertiary,1,29.75,1.7999999999999998,4.55,0.078125
125,10,82,2,8.8,Public,Urban,Yes,Yes,Low,Medium,1202,18,Male,Medium,Secondary,1,12.5,1.6,5.1,0.1020408163265306
153,10,84,3,1.8,Public,Urban,Yes,Yes,Low,Low,1575,21,Female,Medium,Secondary,1,15.3,2.1999999999999997,5.2,0.35714285714285715
328,28,100,3,3.7,Public,Urban,No,Yes,Low,Medium,4819,21,Male,High,Secondary,2,11.714285714285714,2.1999999999999997,5.0,0.2127659574468085
148,10,83,3,14.3,Public,Urban,No,No,High,High,315,17,Male,Low,Primary,2,14.8,1.7999999999999998,5.15,0.06535947712418301
187,33,94,4,13.6,Public,Rural,Yes,Yes,Medium,Medium,865,17,Female,High,Tertiary,5,5.666666666666667,2.8,5.7,0.0684931506849315
157,28,70,2,8.9,Private,Urban,Yes,Yes,High,Medium,798,18,Female,High,Secondary,2,5.607142857142857,1.6,5.5,0.10101010101010101
189,8,91,2,10.9,Public,Rural,No,No,Low,Low,3192,18,Male,Medium,Primary,1,23.625,1.2,4.55,0.08403361344537814
168,18,62,2,17.3,Private,Rural,Yes,No,High,High,1837,15,Male,Low,,1,9.333333333333334,1.2,5.1,0.0546448087431694
143,19,77,4,11.7,Public,Urban,No,No,Low,Medium,3873,19,Female,Medium,Secondary,2,7.526315789473684,2.4,3.85,0.07874015748031496
146,1,78,3,16.6,Public,Urban,Yes,No,Low,High,466,22,Female,High,Tertiary,1,146.0,1.7999999999999998,4.9,0.056818181818181816
110,3,87,1,9.6,Public,Urban,No,No,Medium,Medium,1367,17,Male,Medium,Primary,1,36.666666666666664,0.6,4.35,0.09433962264150944
194,22,87,2,12.1,Public,Rural,Yes,Yes,Low,Medium,2170,15,Female,Medium,Tertiary,3,8.818181818181818,1.6,5.35,0.07633587786259542
146,13,79,3,11.9,Public,Urban,No,Yes,Medium,Medium,4504,18,Female,Medium,Secondary,1,11.23076923076923,2.1999999999999997,3.95,0.07751937984496124
177,15,72,3,9.2,Public,Urban,Yes,Yes,Medium,High,2843,16,Male,High,Tertiary,1,11.8,2.1999999999999997,4.6,0.09803921568627452
187,20,83,4,14.3,Public,Urban,Yes,Yes,Low,Low,1408,22,Female,Low,,2,9.35,2.8,5.15,0.06535947712418301
180,23,81,4,3.7,Public,Urban,Yes,Yes,High,Medium,4492,22,Male,High,Primary,2,7.826086956521739,2.8,6.05,0.2127659574468085
249,24,95,4,4.3,Public,Urban,Yes,Yes,Medium,High,3889,16,Male,Medium,Secondary,2,10.375,2.8,5.75,0.18867924528301888
256,20,100,4,5.2,Public,Rural,No,Yes,Medium,Low,2895,16,Male,High,Secondary,2,12.8,2.8,5.0,0.16129032258064516
121,1,82,1,2.9,Private,Rural,Yes,Yes,Low,Low,2645,20,Female,Medium,Tertiary,1,121.0,1.0,5.1,0.25641025641025644
114,31,84,3,17.1,Public,Urban,Yes,Yes,Low,Medium,468,15,Female,Medium,Secondary,3,3.6774193548387095,2.1999999999999997,5.2,0.055248618784530384
180,16,79,2,15.9,Public,Rural,No,Yes,High,Low,2869,20,Male,Medium,Primary,1,11.25,1.6,4.95,0.0591715976331361
240,24,98,3,5.2,Private,Rural,Yes,No,Medium,Medium,4268,22,Male,Medium,Primary,2,10.0,1.7999999999999998,5.9,0.16129032258064516
117,13,73,2,14.7,Public,Urban,Yes,No,Medium,Medium,3284,15,Male,Low,,1,9.0,1.2,4.65,0.06369426751592357
196,22,80,3,16.4,Private,Urban,No,Yes,Low,Medium,953,20,Male,Low,,2,8.909090909090908,2.1999999999999997,4.0,0.0574712643678161
281,34,87,3,7.0,Private,Urban,Yes,Yes,Low,High,2263,18,Male,High,Tertiary,3,8.264705882352942,2.1999999999999997,5.35,0.125
139,31,96,3,6.5,Public,Urban,No,Yes,Medium,Low,4275,15,Male,Medium,Secondary,2,4.483870967741935,2.1999999999999997,4.8,0.13333333333333333
122,29,84,2,12.2,Public,Rural,Yes,Yes,Low,Medium,489,19,Male,Low,Tertiary,4,4.206896551724138,1.6,5.2,0.07575757575757576
134,14,87,2,16.8,Public,Urban,No,No,Low,Low,2952,15,Male,Medium,Primary,2,9.571428571428571,1.2,4.35,0.056179775280898875
140,22,76,3,8.1,Public,Urban,Yes,Yes,Medium,Low,4868,19,Male,Low,Secondary,1,6.363636363636363,2.1999999999999997,4.8,0.10989010989010989
274,26,86,2,8.4,Public,Rural,No,Yes,Low,Low,4739,15,Male,Medium,Tertiary,3,10.538461538461538,1.6,4.3,0.10638297872340426
107,14,78,1,9.3,Private,Urban,Yes,No,Low,Medium,375,17,Male,Low,Secondary,3,7.642857142857143,0.6,4.9,0.0970873786407767
209,29,86,1,20.0,Public,Rural,Yes,Yes,Low,Low,2601,15,Male,High,Tertiary,3,7.206896551724138,1.0,5.3,0.047619047619047616
209,28,77,3,4.9,Public,Rural,No,Yes,Medium,Medium,643,19,Male,Low,Tertiary,3,7.464285714285714,2.1999999999999997,3.85,0.1694915254237288
124,13,100,1,11.3,Private,Rural,No,Yes,Low,Medium,3236,19,Male,Medium,Secondary,1,9.538461538461538,1.0,5.0,0.08130081300813008
222,35,81,3,8.7,Public,Urban,Yes,Yes,Medium,Medium,546,19,Female,Medium,Primary,1,6.3428571428571425,2.1999999999999997,5.05,0.10309278350515465
125,19,84,1,3.1,Private,Rural,Yes,Yes,Low,Low,2561,21,Male,Low,Primary,1,6.578947368421052,1.0,5.2,0.24390243902439027
182,23,87,3,6.5,Private,Rural,Yes,Yes,Medium,Low,1883,22,Female,Medium,Tertiary,3,7.913043478260869,2.1999999999999997,5.35,0.13333333333333333
158,10,100,2,8.4,Private,Urban,No,Yes,Medium,Low,2463,18,Female,Medium,,1,15.8,1.6,5.0,0.10638297872340426
177,26,94,3,16.1,Public,Urban,Yes,Yes,Medium,High,2613,15,Male,High,Secondary,1,6.8076923076923075,2.1999999999999997,5.7,0.05847953216374269
186,19,79,1,4.3,Public,Urban,No,Yes,Medium,Medium,2398,18,Female,Medium,Secondary,1,9.789473684210526,1.0,3.95,0.18867924528301888
164,29,74,1,13.4,Public,Rural,Yes,No,Medium,Low,1912,18,Female,Medium,Secondary,2,5.655172413793103,0.6,4.7,0.06944444444444445
172,28,73,1,13.5,Public,Rural,No,Yes,High,Low,3249,20,Female,Low,,2,6.142857142857143,1.0,4.65,0.06896551724137931
